,LON,LAT,network
91,-73.9943,40.729873,Starbucks
92,-73.99195095,40.73132254,Starbucks
93,-74.008845,40.71556,Starbucks
94,-74.00561147,40.72577462,Starbucks
95,-74.000282,40.726879,Starbucks
96,-73.99539,40.72729,Starbucks
97,-74.01252285,40.70277259,Starbucks
98,-74.037879,40.727035,Starbucks
99,-73.99631287,40.72952892,Starbucks
100,-74.0034885,40.71375623,Starbucks
101,-73.9596362,40.7799781,Starbucks
102,-73.95554468,40.77964135,Starbucks
103,-73.9544065,40.7871649,Starbucks
104,-73.94723,40.77922,Starbucks
105,-73.95112038,40.78583811,Starbucks
106,-73.9551877,40.7774333,Starbucks
107,-73.95467397,40.77419421,Starbucks
108,-73.9501666,40.7760549,Starbucks
109,-73.9514465,40.7825737,Starbucks
110,-73.9656372,40.7949905,Starbucks
111,-73.95611733,40.77866837,Starbucks
112,-73.94977892,40.77253562,Starbucks
113,-73.9537139,40.7794154,Starbucks
114,-73.9595063,40.77402949,Starbucks
115,-73.9485619,40.7823402,Starbucks
116,-73.97227184,40.78673869,Starbucks
117,-73.95470229,40.76996799,Starbucks
118,-73.9745191,40.7835626,Starbucks
119,-73.97282459,40.79380211,Starbucks
120,-73.956871,40.7710991,Starbucks
121,-73.97547618,40.78933284,Starbucks
122,-73.9788666,40.7849121,Starbucks
123,-73.96833422,40.79892287,Starbucks
124,-73.96570795,40.79567577,Starbucks
125,-73.97820282,40.77780533,Starbucks
126,-73.97056641,40.79676273,Starbucks
127,-73.97314869,40.79249516,Starbucks
128,-73.95975697,40.80091351,Starbucks
129,-73.9771966,40.7799549,Starbucks
130,-73.9576797,40.7657623,Starbucks
131,-73.96464934,40.76766561,Starbucks
132,-73.9730225,40.7936783,Starbucks
133,-73.9570313,40.7711983,Starbucks
134,-73.9785385,40.7775879,Starbucks
135,-73.957714,40.7661653,Starbucks
136,-73.9323273,40.7957382,Starbucks
137,-73.99037933,40.74157333,Starbucks
138,-74.00613,40.73368,Starbucks
139,-74.00397,40.75019,Starbucks
140,-74.0016917,40.73724392,Starbucks
141,-73.9922601,40.75808681,Starbucks
142,-73.9911316,40.7491499,Starbucks
143,-73.99142,40.74041,Starbucks
144,-73.9931036,40.7502013,Starbucks
145,-73.992553,40.748912,Starbucks
146,-73.98375,40.74426,Starbucks
147,-73.993232,40.741843,Starbucks
148,-73.9806059,40.7416612,Starbucks
149,-74.0027,40.733112,Starbucks
150,-73.9882869,40.7380304,Starbucks
151,-73.98524816,40.75960191,Starbucks
152,-74.0022964,40.7388802,Starbucks
153,-73.9828063,40.7489289,Starbucks
154,-74.001,40.74122,Starbucks
155,-73.99091,40.7554,Starbucks
156,-73.986999,40.760513,Starbucks
157,-74.0006035,40.7432278,Starbucks
158,-73.98101618,40.74678694,Starbucks
159,-73.989341,40.748214,Starbucks
160,-73.978859,40.753876,Starbucks
161,-73.999671,40.732963,Starbucks
162,-73.98682,40.74504,Starbucks
163,-74.00454574,40.74175313,Starbucks
164,-73.97362635,40.75969412,Starbucks
165,-74.00038351,40.74301966,Starbucks
166,-73.992759,40.752597,Starbucks
167,-73.9932327,40.7469711,Starbucks
168,-73.9918299,40.73004,Starbucks
169,-73.983703,40.749073,Starbucks
170,-73.99085687,40.74523618,Starbucks
171,-73.99492827,40.74435703,Starbucks
172,-73.979446,40.751774,Starbucks
173,-73.98744822,40.76205663,Starbucks
174,-73.98860878,40.75071652,Starbucks
175,-73.97936,40.75074,Starbucks
176,-73.9989464,40.7452401,Starbucks
177,-73.97957726,40.75912886,Starbucks
178,-73.9847452,40.7484567,Starbucks
179,-73.9890787,40.7504741,Starbucks
180,-73.9867735,40.7400748,Starbucks
181,-73.9925776,40.7587848,Starbucks
182,-73.9749598,40.75316114,Starbucks
183,-73.98848,40.75364,Starbucks
184,-74.00734149,40.72756156,Starbucks
185,-73.98763999,40.72448239,Starbucks
186,-73.9778809,40.7513454,Starbucks
187,-73.9754126,40.7522081,Starbucks
188,-73.98510294,40.75770911,Starbucks
189,-73.97633362,40.75203705,Starbucks
190,-73.989974,40.761611,Starbucks
191,-73.96468163,40.75600073,Starbucks
192,-73.9779478,40.7524241,Starbucks
193,-73.973503,40.761463,Starbucks
194,-73.9813688,40.77422241,Starbucks
195,-73.9581579,40.71804669,Starbucks
196,-74.01386053,40.70938224,Starbucks
197,-74.0147441,40.7098309,Starbucks
198,-73.9957199,40.7478294,Starbucks
199,-73.99109066,40.73628182,Starbucks
200,-73.988693,40.743927,Starbucks
201,-74.02537447,40.75110875,Starbucks
202,-73.9898412,40.7350211,Starbucks
203,-73.97683,40.7438,Starbucks
204,-73.98565717,40.74807577,Starbucks
205,-73.997886,40.7224,Starbucks
206,-73.99216319,40.74358531,Starbucks
207,-73.9891559,40.7571932,Starbucks
208,-73.986915,40.752285,Starbucks
209,-73.99539,40.72729,Starbucks
210,-73.985633,40.756771,Starbucks
211,-73.996664,40.736991,Starbucks
212,-73.98736945,40.72940646,Starbucks
213,-73.9943,40.729873,Starbucks
214,-73.9785415,40.7368555,Starbucks
215,-73.9747012,40.7501069,Starbucks
216,-73.9821277,40.7577992,Starbucks
217,-74.0025996,40.73077896,Starbucks
218,-73.9841491,40.7556345,Starbucks
219,-73.9866562,40.7337265,Starbucks
220,-73.98793246,40.75034749,Starbucks
221,-73.9905396,40.7513618,Starbucks
222,-73.97698,40.7504,Starbucks
223,-74.0302505,40.7406082,Starbucks
224,-73.98089961,40.73314202,Starbucks
225,-73.9752197,40.7523117,Starbucks
226,-73.9795837,40.7591286,Starbucks
227,-74.00561147,40.72577462,Starbucks
228,-74.000282,40.726879,Starbucks
229,-73.9835245,40.7387839,Starbucks
230,-73.9871525,40.7509803,Starbucks
231,-73.98217297,40.76371907,Starbucks
232,-73.99631287,40.72952892,Starbucks
233,-73.98029005,40.75570057,Starbucks
234,-73.9901352,40.7518539,Starbucks
235,-73.97318268,40.74977112,Starbucks
236,-73.9796934,40.7531491,Starbucks
237,-73.973327,40.751579,Starbucks
238,-73.9882126,40.7691154,Starbucks
239,-73.9890087,40.7580062,Starbucks
240,-74.0025396,40.7579403,Starbucks
241,-73.9854507,40.7639008,Starbucks
242,-73.98957662,40.74926987,Starbucks
243,-74.03017983,40.73670655,Starbucks
244,-73.9812257,40.7520935,Starbucks
245,-73.9741234,40.7624518,Starbucks
246,-73.97147369,40.75392532,Starbucks
247,-73.98324585,40.73084641,Starbucks
248,-73.98986,40.719348,Starbucks
249,-73.97336997,40.75501397,Starbucks
250,-73.96929502,40.75758244,Starbucks
251,-74.000633,40.721324,Starbucks
252,-73.968719,40.755077,Starbucks
253,-73.98334,40.7621899,Starbucks
254,-73.984359,40.760189,Starbucks
255,-73.981185,40.76472,Starbucks
256,-73.98433,40.74054,Starbucks
257,-73.9870911,40.7510109,Starbucks
258,-73.98654693,40.75847177,Starbucks
259,-73.9863874,40.7620933,Starbucks
260,-73.98400116,40.73904419,Starbucks
261,-73.975584,40.7511236,Starbucks
262,-73.98390961,40.76088715,Starbucks
263,-73.9791349,40.7649917,Starbucks
264,-73.97953771,40.76101877,Starbucks
265,-73.97692871,40.75637817,Starbucks
266,-73.99195095,40.73132254,Starbucks
267,-74,40.71825,Starbucks
268,-73.972633,40.756855,Starbucks
269,-74.03308587,40.7263187,Starbucks
270,-73.9788007,40.7617972,Starbucks
271,-73.97749722,40.75314553,Starbucks
272,-73.9784317,40.76060867,Starbucks
273,-73.98639679,40.7657215,Starbucks
274,-73.97827238,40.75360879,Starbucks
275,-73.9664079,40.7647221,Starbucks
276,-73.97697955,40.76471083,Starbucks
277,-73.982681,40.77135,Starbucks
278,-73.99158305,40.75682568,Starbucks
279,-73.97412,40.75832,Starbucks
280,-73.96826,40.76188,Starbucks
281,-73.97894194,40.76411199,Starbucks
282,-73.978241,40.7562714,Starbucks
283,-73.98376,40.75501,Starbucks
284,-73.97242,40.762943,Starbucks
285,-73.975906,40.756962,Starbucks
286,-74.00509361,40.71988744,Starbucks
287,-73.97079645,40.75766749,Starbucks
288,-73.9825274,40.7543387,Starbucks
289,-73.97616847,40.76035983,Starbucks
290,-74.0026398,40.7189598,Starbucks
291,-74.007413,40.718228,Starbucks
292,-73.98287,40.76749,Starbucks
293,-73.98499,40.76943,Starbucks
294,-73.97714,40.76383,Starbucks
295,-73.97826217,40.75645169,Starbucks
296,-73.9657915,40.7623335,Starbucks
297,-74.00733948,40.78210123,Starbucks
298,-73.9610299,40.7605099,Starbucks
299,-73.9841263,40.7667994,Starbucks
300,-73.973548,40.7596291,Starbucks
301,-73.97002,40.75946,Starbucks
302,-73.98179626,40.76169586,Starbucks
303,-73.98072325,40.76160282,Starbucks
304,-73.97963243,40.76183727,Starbucks
305,-73.98223467,40.76902687,Starbucks
306,-73.9754105,40.7522087,Starbucks
307,-73.976104,40.754394,Starbucks
308,-73.96464934,40.76766561,Starbucks
309,-73.973351,40.756504,Starbucks
310,-73.9796999,40.76244,Starbucks
311,-73.988167,40.753502,Starbucks
312,-73.98262592,40.77774386,Starbucks
313,-73.97095306,40.75868124,Starbucks
314,-73.96783805,40.76142719,Starbucks
315,-73.9828834,40.7666797,Starbucks
316,-73.98290253,40.76736069,Starbucks
317,-73.96936,40.76139,Starbucks
318,-74.00303627,40.71572508,Starbucks
319,-73.9596362,40.7799781,Starbucks
320,-73.98415,40.7748599,Starbucks
321,-73.97820282,40.77780533,Starbucks
322,-73.98096741,40.78104582,Starbucks
323,-74.015261,40.711179,Starbucks
324,-73.9576797,40.7657623,Starbucks
325,-74.008845,40.71556,Starbucks
326,-73.95394135,40.73046875,Starbucks
327,-74.03302632,40.71624126,Starbucks
328,-74.00673,40.71163702,Starbucks
329,-73.9788666,40.7849121,Starbucks
330,-73.9595063,40.77402949,Starbucks
331,-74.037879,40.727035,Starbucks
332,-73.98226929,40.7714386,Starbucks
333,-74.00608,40.714954,Starbucks
334,-74.009765,40.710853,Starbucks
335,-73.9901276,40.7444191,Starbucks
336,-74.03527465,40.73274186,Starbucks
337,-73.9771966,40.7799549,Starbucks
338,-73.95288258,40.75933334,Starbucks
339,-73.9851763,40.75308133,Starbucks
340,-74.008087,40.710311,Starbucks
341,-74.0091347,40.7136658,Starbucks
342,-73.9745191,40.7835626,Starbucks
343,-74.01055074,40.70959067,Starbucks
344,-73.9785385,40.7775879,Starbucks
345,-73.9707489,40.75786591,Starbucks
346,-73.9760433,40.7569916,Starbucks
347,-73.95470229,40.76996799,Starbucks
348,-74.00814128,40.71215384,Starbucks
349,-74.01109323,40.70876961,Starbucks
350,-73.95467397,40.77419421,Starbucks
351,-73.956871,40.7710991,Starbucks
352,-74.01539616,40.71424045,Starbucks
353,-74.04631466,40.78629054,Starbucks
354,-73.98177854,40.76277811,Starbucks
355,-73.95611733,40.77866837,Starbucks
356,-73.94977892,40.77253562,Starbucks
357,-73.95554468,40.77964135,Starbucks
358,-74.00921702,40.71340084,Starbucks
359,-74.00942087,40.70870161,Starbucks
360,-73.9501666,40.7760549,Starbucks
361,-73.9551877,40.7774333,Starbucks
362,-74.00944376,40.70872268,Starbucks
363,-74.0086179,40.71076773,Starbucks
364,-73.95151351,40.71261767,Starbucks
365,-73.9537139,40.7794154,Starbucks
366,-73.9514465,40.7825737,Starbucks
367,-73.95112038,40.78583811,Starbucks
368,-74.0034885,40.71375623,Starbucks
369,-73.9485619,40.7823402,Starbucks
370,-73.957714,40.7661653,Starbucks
371,-73.9570313,40.7711983,Starbucks
372,-74.007413,40.718228,Starbucks
373,-74.0026398,40.7189598,Starbucks
374,-73.997886,40.7224,Starbucks
375,-74.008087,40.710311,Starbucks
376,-74.00673,40.71163702,Starbucks
377,-74.01055074,40.70959067,Starbucks
378,-74.000633,40.721324,Starbucks
379,-74.00509361,40.71988744,Starbucks
380,-74,40.71825,Starbucks
381,-73.98986,40.719348,Starbucks
382,-73.99539,40.72729,Starbucks
383,-74.00608,40.714954,Starbucks
384,-74.0067596,40.7061195,Starbucks
385,-74.00495238,40.70711444,Starbucks
386,-74.00734149,40.72756156,Starbucks
387,-74.00303627,40.71572508,Starbucks
388,-74.007194,40.708347,Starbucks
389,-73.9918299,40.73004,Starbucks
390,-74.009765,40.710853,Starbucks
391,-74.011047,40.705276,Starbucks
392,-74.00613,40.73368,Starbucks
393,-74.01151859,40.70766893,Starbucks
394,-74.01109323,40.70876961,Starbucks
395,-74.0091347,40.7136658,Starbucks
396,-73.98736945,40.72940646,Starbucks
397,-74.00814128,40.71215384,Starbucks
398,-74.00561147,40.72577462,Starbucks
399,-74.000282,40.726879,Starbucks
400,-74.00944376,40.70872268,Starbucks
401,-74.0027,40.733112,Starbucks
402,-74.00726,40.70479,Starbucks
403,-74.00942087,40.70870161,Starbucks
404,-74.015261,40.711179,Starbucks
405,-73.99080629,40.70265455,Starbucks
406,-73.9943,40.729873,Starbucks
407,-73.999671,40.732963,Starbucks
408,-74.00879319,40.7060834,Starbucks
409,-74.00928877,40.70459381,Starbucks
410,-74.0025996,40.73077896,Starbucks
411,-74.00921702,40.71340084,Starbucks
412,-74.01386053,40.70938224,Starbucks
413,-74.0086179,40.71076773,Starbucks
414,-74.0114975,40.7023125,Starbucks
415,-74.0147441,40.7098309,Starbucks
416,-74.009725,40.706799,Starbucks
417,-74.0127182,40.7028236,Starbucks
418,-73.99195095,40.73132254,Starbucks
419,-74.008845,40.71556,Starbucks
420,-73.99631287,40.72952892,Starbucks
421,-74.013235,40.70433,Starbucks
422,-74.01413978,40.70329275,Starbucks
423,-73.98763999,40.72448239,Starbucks
424,-73.9898412,40.7350211,Starbucks
425,-74.01539616,40.71424045,Starbucks
426,-73.98324585,40.73084641,Starbucks
427,-73.9866562,40.7337265,Starbucks
428,-73.98089961,40.73314202,Starbucks
429,-74.01252285,40.70277259,Starbucks
430,-74.0034885,40.71375623,Starbucks
431,-73.9656372,40.7949905,Starbucks
432,-73.94267812,40.82333693,Starbucks
433,-73.96664,40.8046999,Starbucks
434,-73.9543381,40.8060837,Starbucks
435,-73.9596362,40.7799781,Starbucks
436,-73.9544065,40.7871649,Starbucks
437,-73.95112038,40.78583811,Starbucks
438,-73.9485092,40.8092003,Starbucks
439,-73.94512496,40.80780855,Starbucks
440,-73.96833422,40.79892287,Starbucks
441,-73.95975697,40.80091351,Starbucks
442,-73.94723,40.77922,Starbucks
443,-73.97282459,40.79380211,Starbucks
444,-73.95554468,40.77964135,Starbucks
445,-73.9514465,40.7825737,Starbucks
446,-73.96497345,40.80712509,Starbucks
447,-73.9501666,40.7760549,Starbucks
448,-73.96570795,40.79567577,Starbucks
449,-73.97056641,40.79676273,Starbucks
450,-73.9551877,40.7774333,Starbucks
451,-73.95467397,40.77419421,Starbucks
452,-73.94977892,40.77253562,Starbucks
453,-73.95611733,40.77866837,Starbucks
454,-73.9485619,40.7823402,Starbucks
455,-73.97227184,40.78673869,Starbucks
456,-73.9537139,40.7794154,Starbucks
457,-73.97547618,40.78933284,Starbucks
458,-73.9323273,40.7957382,Starbucks
459,-73.97314869,40.79249516,Starbucks
460,-73.9745191,40.7835626,Starbucks
461,-73.94501,40.80775,Starbucks
462,-73.9595063,40.77402949,Starbucks
463,-73.9788666,40.7849121,Starbucks
464,-73.91966562,40.825681,Starbucks
465,-73.95470229,40.76996799,Starbucks
466,-73.9730225,40.7936783,Starbucks
467,-73.9495176,40.8195475,Starbucks
468,-73.98478069,40.81302896,Starbucks
469,-73.91097037,40.77608881,Starbucks
470,-73.97820282,40.77780533,Starbucks
471,-73.9771966,40.7799549,Starbucks
472,-73.9664079,40.7647221,Starbucks
473,-73.98096741,40.78104582,Starbucks
474,-73.9576797,40.7657623,Starbucks
475,-73.91094284,40.77620028,Starbucks
476,-73.98262592,40.77774386,Starbucks
477,-73.9813688,40.77422241,Starbucks
478,-73.989974,40.761611,Starbucks
479,-73.9187698,40.7701187,Starbucks
480,-73.956871,40.7710991,Starbucks
481,-73.96464934,40.76766561,Starbucks
482,-73.9248999,40.76211,Starbucks
483,-73.9785385,40.7775879,Starbucks
484,-73.9657915,40.7623335,Starbucks
485,-73.982681,40.77135,Starbucks
486,-73.96826,40.76188,Starbucks
487,-73.9741234,40.7624518,Starbucks
488,-73.98415,40.7748599,Starbucks
489,-73.9882126,40.7691154,Starbucks
490,-73.97242,40.762943,Starbucks
491,-73.9570313,40.7711983,Starbucks
492,-73.97697955,40.76471083,Starbucks
493,-73.9791349,40.7649917,Starbucks
494,-73.98217297,40.76371907,Starbucks
495,-73.98499,40.76943,Starbucks
496,-73.981185,40.76472,Starbucks
497,-73.98223467,40.76902687,Starbucks
498,-73.98287,40.76749,Starbucks
499,-73.97894194,40.76411199,Starbucks
500,-73.97714,40.76383,Starbucks
501,-73.9788007,40.7617972,Starbucks
502,-73.9854507,40.7639008,Starbucks
503,-73.98226929,40.7714386,Starbucks
504,-73.9841263,40.7667994,Starbucks
505,-73.91944466,40.82570738,Starbucks
506,-73.98639679,40.7657215,Starbucks
507,-73.98334,40.7621899,Starbucks
508,-73.98290253,40.76736069,Starbucks
509,-73.98744822,40.76205663,Starbucks
510,-73.957714,40.7661653,Starbucks
511,-73.9828834,40.7666797,Starbucks
512,-73.97963243,40.76183727,Starbucks
513,-73.9796999,40.76244,Starbucks
514,-73.9863874,40.7620933,Starbucks
515,-73.98072325,40.76160282,Starbucks
516,-73.98179626,40.76169586,Starbucks
517,-73.98177854,40.76277811,Starbucks
518,-73.98736945,40.72940646,Starbucks
519,-73.9918299,40.73004,Starbucks
520,-73.98089961,40.73314202,Starbucks
521,-73.98763999,40.72448239,Starbucks
522,-73.9785415,40.7368555,Starbucks
523,-73.99539,40.72729,Starbucks
524,-73.9882869,40.7380304,Starbucks
525,-73.9866562,40.7337265,Starbucks
526,-73.98986,40.719348,Starbucks
527,-73.98324585,40.73084641,Starbucks
528,-73.9806059,40.7416612,Starbucks
529,-73.9898412,40.7350211,Starbucks
530,-73.997886,40.7224,Starbucks
531,-73.99037933,40.74157333,Starbucks
532,-73.9943,40.729873,Starbucks
533,-73.99142,40.74041,Starbucks
534,-73.999671,40.732963,Starbucks
535,-74.0027,40.733112,Starbucks
536,-74.00613,40.73368,Starbucks
537,-73.99109066,40.73628182,Starbucks
538,-74.0016917,40.73724392,Starbucks
539,-73.98375,40.74426,Starbucks
540,-74.000633,40.721324,Starbucks
541,-73.9867735,40.7400748,Starbucks
542,-73.993232,40.741843,Starbucks
543,-74.0026398,40.7189598,Starbucks
544,-74.000282,40.726879,Starbucks
545,-73.9581579,40.71804669,Starbucks
546,-73.9835245,40.7387839,Starbucks
547,-74,40.71825,Starbucks
548,-73.98433,40.74054,Starbucks
549,-74.00734149,40.72756156,Starbucks
550,-74.0025996,40.73077896,Starbucks
551,-73.99195095,40.73132254,Starbucks
552,-74.007413,40.718228,Starbucks
553,-74.00509361,40.71988744,Starbucks
554,-73.98682,40.74504,Starbucks
555,-74.00561147,40.72577462,Starbucks
556,-73.996664,40.736991,Starbucks
557,-73.99085687,40.74523618,Starbucks
558,-73.99492827,40.74435703,Starbucks
559,-74.00673,40.71163702,Starbucks
560,-74.0006035,40.7432278,Starbucks
561,-73.9989464,40.7452401,Starbucks
562,-73.99631287,40.72952892,Starbucks
563,-73.97683,40.7438,Starbucks
564,-73.988693,40.743927,Starbucks
565,-73.98400116,40.73904419,Starbucks
566,-74.0022964,40.7388802,Starbucks
567,-74.001,40.74122,Starbucks
568,-73.99216319,40.74358531,Starbucks
569,-74.00303627,40.71572508,Starbucks
570,-74.00454574,40.74175313,Starbucks
571,-74.00038351,40.74301966,Starbucks
572,-74.00608,40.714954,Starbucks
573,-74.007194,40.708347,Starbucks
574,-73.9901276,40.7444191,Starbucks
575,-74.01055074,40.70959067,Starbucks
576,-74.008087,40.710311,Starbucks
577,-74.00673,40.71163702,Starbucks
578,-74.011047,40.705276,Starbucks
579,-74.0067596,40.7061195,Starbucks
580,-74.01151859,40.70766893,Starbucks
581,-74.00495238,40.70711444,Starbucks
582,-74.007413,40.718228,Starbucks
583,-74.007194,40.708347,Starbucks
584,-74.01109323,40.70876961,Starbucks
585,-74.009765,40.710853,Starbucks
586,-74.00726,40.70479,Starbucks
587,-74.00944376,40.70872268,Starbucks
588,-74.015261,40.711179,Starbucks
589,-74.013235,40.70433,Starbucks
590,-74.0026398,40.7189598,Starbucks
591,-74.00942087,40.70870161,Starbucks
592,-74.00879319,40.7060834,Starbucks
593,-74.0114975,40.7023125,Starbucks
594,-74.00608,40.714954,Starbucks
595,-74.00928877,40.70459381,Starbucks
596,-74.00814128,40.71215384,Starbucks
597,-74.0091347,40.7136658,Starbucks
598,-74.00509361,40.71988744,Starbucks
599,-74.01413978,40.70329275,Starbucks
600,-74.01386053,40.70938224,Starbucks
601,-74,40.71825,Starbucks
602,-74.00303627,40.71572508,Starbucks
603,-73.997886,40.7224,Starbucks
604,-74.0127182,40.7028236,Starbucks
605,-73.99399812,40.69454444,Starbucks
606,-74.000633,40.721324,Starbucks
607,-73.99080629,40.70265455,Starbucks
608,-74.0147441,40.7098309,Starbucks
609,-74.008845,40.71556,Starbucks
610,-74.009725,40.706799,Starbucks
611,-74.0086179,40.71076773,Starbucks
612,-74.00921702,40.71340084,Starbucks
613,-73.98986,40.719348,Starbucks
614,-74.00734149,40.72756156,Starbucks
615,-74.01539616,40.71424045,Starbucks
616,-73.98855329,40.69182852,Starbucks
617,-73.9914856,40.69240952,Starbucks
618,-73.98319155,40.69516517,Starbucks
619,-74.01252285,40.70277259,Starbucks
620,-74.00561147,40.72577462,Starbucks
621,-73.99539,40.72729,Starbucks
622,-74.000282,40.726879,Starbucks
623,-73.98675119,40.69404384,Starbucks
624,-74.0034885,40.71375623,Starbucks
625,-73.9845505,40.6913719,Starbucks
626,-73.99037933,40.74157333,Starbucks
627,-73.99142,40.74041,Starbucks
628,-73.9882869,40.7380304,Starbucks
629,-73.9806059,40.7416612,Starbucks
630,-73.98375,40.74426,Starbucks
631,-74.0016917,40.73724392,Starbucks
632,-73.993232,40.741843,Starbucks
633,-74.00613,40.73368,Starbucks
634,-73.9911316,40.7491499,Starbucks
635,-73.9918299,40.73004,Starbucks
636,-73.9898412,40.7350211,Starbucks
637,-73.9785415,40.7368555,Starbucks
638,-73.992553,40.748912,Starbucks
639,-74.0027,40.733112,Starbucks
640,-73.98682,40.74504,Starbucks
641,-73.98736945,40.72940646,Starbucks
642,-73.9867735,40.7400748,Starbucks
643,-73.98101618,40.74678694,Starbucks
644,-73.9931036,40.7502013,Starbucks
645,-73.999671,40.732963,Starbucks
646,-73.98089961,40.73314202,Starbucks
647,-73.9828063,40.7489289,Starbucks
648,-73.98763999,40.72448239,Starbucks
649,-73.9866562,40.7337265,Starbucks
650,-73.99109066,40.73628182,Starbucks
651,-74.0022964,40.7388802,Starbucks
652,-73.99085687,40.74523618,Starbucks
653,-74.001,40.74122,Starbucks
654,-73.989341,40.748214,Starbucks
655,-73.99492827,40.74435703,Starbucks
656,-73.99216319,40.74358531,Starbucks
657,-73.9932327,40.7469711,Starbucks
658,-74.0006035,40.7432278,Starbucks
659,-73.983703,40.749073,Starbucks
660,-73.98433,40.74054,Starbucks
661,-73.988693,40.743927,Starbucks
662,-74.00397,40.75019,Starbucks
663,-74.00038351,40.74301966,Starbucks
664,-73.99539,40.72729,Starbucks
665,-73.9847452,40.7484567,Starbucks
666,-74.00454574,40.74175313,Starbucks
667,-73.9989464,40.7452401,Starbucks
668,-73.97936,40.75074,Starbucks
669,-73.996664,40.736991,Starbucks
670,-73.9890787,40.7504741,Starbucks
671,-73.9749598,40.75316114,Starbucks
672,-74.00734149,40.72756156,Starbucks
673,-73.9747012,40.7501069,Starbucks
674,-73.98848,40.75364,Starbucks
675,-73.9778809,40.7513454,Starbucks
676,-73.9754126,40.7522081,Starbucks
677,-73.97633362,40.75203705,Starbucks
678,-73.98510294,40.75770911,Starbucks
679,-73.9779478,40.7524241,Starbucks
680,-73.97683,40.7438,Starbucks
681,-73.9943,40.729873,Starbucks
682,-73.98565717,40.74807577,Starbucks
683,-73.9835245,40.7387839,Starbucks
684,-73.997886,40.7224,Starbucks
685,-73.98324585,40.73084641,Starbucks
686,-74.0025996,40.73077896,Starbucks
687,-73.99631287,40.72952892,Starbucks
688,-73.98400116,40.73904419,Starbucks
689,-73.98793246,40.75034749,Starbucks
690,-73.986915,40.752285,Starbucks
